company_name,capital,location,source,crawl_date
みらいワークス,"1億9,455万",,ses_beginner,2026-07-02
DSテクノロジーズ,"1億9,500万",,ses_beginner,2026-07-02
メディアファイブ,"1億9,892万",,ses_beginner,2026-07-02
ソフトクリエイト,"2億0,000万",,ses_beginner,2026-07-02
コアネットインタナショナル,"2億0,000万",,ses_beginner,2026-07-02
エス・エス・イー,"2億0,500万",,ses_beginner,2026-07-02
ビーブレイクシステムズ,"2億0,995万",,ses_beginner,2026-07-02
ソーバル,"2億1,400万",,ses_beginner,2026-07-02
リーディング・エッジ社,"2億2,500万",,ses_beginner,2026-07-02
日本プレスメントセンター,"2億5,500万",,ses_beginner,2026-07-02
オープンストリーム,"2億6,260万",,ses_beginner,2026-07-02
イーソル,"2億6,500万",,ses_beginner,2026-07-02
デジタルハーツ,"2億7,609万",,ses_beginner,2026-07-02
クレヴァシステムズ,"2億8,407万",,ses_beginner,2026-07-02
サインウェーブ,"2億8,250万",,ses_beginner,2026-07-02
第一情報システムズ,"3億0,000万",,ses_beginner,2026-07-02
蓼科情報,"3億0,500万",,ses_beginner,2026-07-02
コムテック,"3億1,000万",,ses_beginner,2026-07-02
ギークス,"3億2,019万",,ses_beginner,2026-07-02
ジェイエムテクノロジー,"3億2,600万",,ses_beginner,2026-07-02
ISIDインターテクノロジー,"3億2,600万",,ses_beginner,2026-07-02
Sharing Innovations,"3億3,000万",,ses_beginner,2026-07-02
エマーズ,"3億5,400万",,ses_beginner,2026-07-02
ベーシック,"3億6,060万",,ses_beginner,2026-07-02
シーエーシー,"4億0,000万",,ses_beginner,2026-07-02
ニーズウェル,"4億0,700万",,ses_beginner,2026-07-02
日本インフォメーション,"4億1,020万",,ses_beginner,2026-07-02
ランドコンピュータ,"4億5,849万",,ses_beginner,2026-07-02
システムギア,"4億7,125万",,ses_beginner,2026-07-02
システムエグゼ,"4億7,500万",,ses_beginner,2026-07-02
オープンシステムテクノロジー,"4億9,000万",,ses_beginner,2026-07-02
クエスト,"4億9,103万",,ses_beginner,2026-07-02
SIG,"5億0,017万",,ses_beginner,2026-07-02
ヴァンテルシステム,"5億3,963万",,ses_beginner,2026-07-02
リンクレア,"5億7,500万",,ses_beginner,2026-07-02
ISTソフトウェア,"6億0,800万",,ses_beginner,2026-07-02
アイコムシステック,"7億2,525万",,ses_beginner,2026-07-02
ソフトクリエイトホールディングス,"8億5,400万",,ses_beginner,2026-07-02
ＴＤＣソフト,"9億7,040万",,ses_beginner,2026-07-02
日本コンピュータシステム,"10億8,900万",,ses_beginner,2026-07-02
日本ラッド,"12億3,948万",,ses_beginner,2026-07-02
日本プロセス,"14億8,740万",,ses_beginner,2026-07-02
